	EnsemblID	GeneSymbol	Description
2231	ENSG00000240871	KRTAP4-7	keratin associated protein 4-7
2232	ENSG00000163623	NKX6-1	NK6 homeobox 1
2233	ENSG00000250057		
2234	ENSG00000256659	LINC02368	long intergenic non-protein coding RNA 2368
2235	ENSG00000176988	FMR1NB	FMR1 neighbor
2236	ENSG00000197273	GUCA2A	guanylate cyclase activator 2A
2237	ENSG00000130182	ZSCAN10	zinc finger and SCAN domain containing 10
2238	ENSG00000254698		
2239	ENSG00000176289	IDSP1	iduronate 2-sulfatase pseudogene 1
2240	ENSG00000251224	CNOT10-AS1	CNOT10 antisense RNA 1
2241	ENSG00000294816		
2242	ENSG00000198797	BRINP2	BMP/retinoic acid inducible neural specific 2
2243	ENSG00000309890		
2244	ENSG00000249818	LOC102724700	uncharacterized LOC102724700
2245	ENSG00000270883		
2246	ENSG00000227729	RD3L	RD3 like
2247	ENSG00000309651		
2248	ENSG00000298562		
2249	ENSG00000310354		
2250	ENSG00000211888	TRAJ1	T cell receptor alpha joining 1 (non-functional)
2251	ENSG00000300993		
2252	ENSG00000304726		
2253	ENSG00000260653	MIR3147HG	MIR3147 host gene
2254	ENSG00000273586	OR10G1P	olfactory receptor family 10 subfamily G member 1 pseudogene
2255	ENSG00000298476		
2256	ENSG00000307179		
2257	ENSG00000259467	NDUFAF4P1	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 1
2258	ENSG00000256906	LINC02419	long intergenic non-protein coding RNA 2419
2259	ENSG00000258065	LOC100420424	Vac14, PIKFYVE complex component pseudogene
2260	ENSG00000306357		
2261	ENSG00000300103		
2262	ENSG00000230137	SLC39A1P1	SLC39A1 pseudogene 1
2263	ENSG00000302840		
2264	ENSG00000225960		
2265	ENSG00000286541		
2266	ENSG00000100121	GGTLC2	gamma-glutamyltransferase light chain 2
2267	ENSG00000185686	PRAME	PRAME nuclear receptor transcriptional regulator
2268	ENSG00000242390	RPL6P9	ribosomal protein L6 pseudogene 9
2269	ENSG00000200472	RN7SKP44	RN7SK pseudogene 44
2270	ENSG00000226816		
2271	ENSG00000286387		
2272	ENSG00000271778		
2273	ENSG00000187997	C17orf99	chromosome 17 open reading frame 99
2274	ENSG00000286806		
2275	ENSG00000294683		
2276	ENSG00000291021	LOC100130849	phosphorylase kinase catalytic subunit gamma 1 pseudogene
2277	ENSG00000300085		
2278	ENSG00000305077	LOC105373700	uncharacterized LOC105373700
2279	ENSG00000239212	RPL6P7	ribosomal protein L6 pseudogene 7
2280	ENSG00000263399	MIR3170	microRNA 3170
2281	ENSG00000235343	LINC01665	long intergenic non-protein coding RNA 1665
2282	ENSG00000305425		
2283	ENSG00000307035		
2284	ENSG00000296730		
2285	ENSG00000224222	LINC02636	long intergenic non-protein coding RNA 2636
2286	ENSG00000179314	WSCD1	WSC domain containing 1
2287	ENSG00000248365	POU5F1P7	POU class 5 homeobox 1 pseudogene 7
2288	ENSG00000235716	KRT18P46	keratin 18 pseudogene 46
2289	ENSG00000279711		
2290	ENSG00000287233		
2291	ENSG00000291038		
2292	ENSG00000287882		
2293	ENSG00000296609		
2294	ENSG00000307285	LOC124903249	uncharacterized LOC124903249
2295	ENSG00000227158	LOC644909	ligand of numb-protein X 1, E3 ubiquitin protein ligase pseudogene
2296	ENSG00000306730		
2297	ENSG00000293005	LOC105377383	uncharacterized LOC105377383
2298	ENSG00000254833		
2299	ENSG00000144852	NR1I2	nuclear receptor subfamily 1 group I member 2
2300	ENSG00000269526	ERVV-1	endogenous retrovirus group V member 1, envelope
2301	ENSG00000243234	RPL19P19	ribosomal protein L19 pseudogene 19
2302	ENSG00000305811		
2303	ENSG00000294852		
2304	ENSG00000300467		
2305	ENSG00000304505		
2306	ENSG00000260624		
2307	ENSG00000272372		
2308	ENSG00000295247		
2309	ENSG00000141096	DPEP3	dipeptidase 3
2310	ENSG00000289984		
2311	ENSG00000307324		
2312	ENSG00000104044	OCA2	OCA2 melanosomal transmembrane protein
2313	ENSG00000298679		
2314	ENSG00000255554	OR7E1P	olfactory receptor family 7 subfamily E member 1 pseudogene
2315	ENSG00000224301		
2316	ENSG00000297744		
2317	ENSG00000154016	GRAP	GRB2 related adaptor protein
2318	ENSG00000261178		
2319	ENSG00000176256	HMGB4	high mobility group box 4
2320	ENSG00000197177	ADGRA1	adhesion G protein-coupled receptor A1
2321	ENSG00000308617		
2322	ENSG00000223634		
2323	ENSG00000213318	RPS4Y1P1	RPS4Y1 pseudogene 1
2324	ENSG00000307971		
2325	ENSG00000299293		
2326	ENSG00000171495	MROH2B	maestro heat like repeat family member 2B
2327	ENSG00000287268		
2328	ENSG00000249201	TERLR1	TERT regulating lncRNA 1
2329	ENSG00000248295	DDX43P1	DEAD-box helicase 43 pseudogene 1
2330	ENSG00000280372		
2331	ENSG00000278932	LOC102723347	uncharacterized LOC102723347
2332	ENSG00000278932	LOC105379428	uncharacterized LOC105379428
2333	ENSG00000278932	LOC101930100	uncharacterized LOC101930100
2334	ENSG00000247317	LY6E-DT	LY6E divergent transcript
2335	ENSG00000181790	ADGRB1	adhesion G protein-coupled receptor B1
2336	ENSG00000253723		
2337	ENSG00000287844		
2338	ENSG00000253195		
2339	ENSG00000300780	LOC105371382	uncharacterized LOC105371382
2340	ENSG00000215203	GRXCR1	glutaredoxin and cysteine rich domain containing 1
2341	ENSG00000279733		
2342	ENSG00000297715		
2343	ENSG00000303527		
2344	ENSG00000239671	RPL34P30	ribosomal protein L34 pseudogene 30
2345	ENSG00000171403	KRT9	keratin 9
2346	ENSG00000295070		
2347	ENSG00000198754	OXCT2	3-oxoacid CoA-transferase 2
2348	ENSG00000305901	LOC105379772	uncharacterized LOC105379772
2349	ENSG00000163873	GRIK3	glutamate ionotropic receptor kainate type subunit 3
2350	ENSG00000302321		
2351	ENSG00000249803	CTB-1I21.1	uncharacterized CTB-1I21.1
2352	ENSG00000301968		
2353	ENSG00000303023		
2354	ENSG00000252761	Y_RNA	Y RNA
2355	ENSG00000197251	LINC00336	long intergenic non-protein coding RNA 336
2356	ENSG00000222033	LINC01124	long intergenic non-protein coding RNA 1124
2357	ENSG00000237619	OR3B1P	olfactory receptor family 3 subfamily B member 1 pseudogene
2358	ENSG00000233634	GOT2P5	GOT2 pseudogene 5
2359	ENSG00000305331		
2360	ENSG00000177350	RPL13AP3	ribosomal protein L13a pseudogene 3
2361	ENSG00000258764		
2362	ENSG00000294703		
2363	ENSG00000224832	LINC01689	long intergenic non-protein coding RNA 1689
2364	ENSG00000213594	GAPDHP25	glyceraldehyde 3 phosphate dehydrogenase pseudogene 25
2365	ENSG00000306240		
2366	ENSG00000287063		
2367	ENSG00000228739		
2368	ENSG00000309938		
2369	ENSG00000307335		
2370	ENSG00000304157		
2371	ENSG00000259105	RPS3AP4	RPS3A pseudogene 4
2372	ENSG00000270258	DUXAP4	double homeobox A pseudogene 4
2373	ENSG00000250540		
2374	ENSG00000251300	LOC100287014	LysM domain containing 4 pseudogene
2375	ENSG00000199622	RN7SKP20	RN7SK pseudogene 20
2376	ENSG00000249152	LNCPRESS2	lncRNA p53 regulated and ESC associated 2
2377	ENSG00000298674		
2378	ENSG00000308430		
2379	ENSG00000296572		
2380	ENSG00000296842		
2381	ENSG00000309097		
2382	ENSG00000226961	PPIAP60	peptidylprolyl isomerase A pseudogene 60
2383	ENSG00000271952	LINC01954	long intergenic non-protein coding RNA 1954
2384	ENSG00000295225		
2385	ENSG00000232000	CLCN3P1	chloride voltage-gated channel 3 pseudogene 1
2386	ENSG00000302108		
2387	ENSG00000302903		
2388	ENSG00000308433		
2389	ENSG00000203733	GJE1	gap junction protein epsilon 1
2390	ENSG00000297932		
2391	ENSG00000300841		
2392	ENSG00000294286	LOC124900651	uncharacterized LOC124900651
2393	ENSG00000152969	JAKMIP1	janus kinase and microtubule interacting protein 1
2394	ENSG00000303920		
2395	ENSG00000238097	LINC02037	long intergenic non-protein coding RNA 2037
2396	ENSG00000226954		
2397	ENSG00000258847		
2398	ENSG00000306576		
2399	ENSG00000261327	LOC105371401	uncharacterized LOC105371401
2400	ENSG00000296726		
2401	ENSG00000182271	TMIGD1	transmembrane and immunoglobulin domain containing 1
2402	ENSG00000266187	RN7SL480P	RNA, 7SL, cytoplasmic 480, pseudogene
2403	ENSG00000165623	UCMA	upper zone of growth plate and cartilage matrix associated
2404	ENSG00000204740	MALRD1	MAM and LDL receptor class A domain containing 1
2405	ENSG00000294792		
2406	ENSG00000226255	UBE2V2P1	ubiquitin conjugating enzyme E2 V2 pseudogene 1
2407	ENSG00000207155	RNY1P14	RNY1 pseudogene 14
2408	ENSG00000309667		
2409	ENSG00000162763	LRRC52	leucine rich repeat containing 52
2410	ENSG00000244568	RN7SL654P	RNA, 7SL, cytoplasmic 654, pseudogene
2411	ENSG00000294699		
2412	ENSG00000225606	LOC107986768	uncharacterized LOC107986768
2413	ENSG00000224330		
2414	ENSG00000303731		
2415	ENSG00000267454	ZNF582-DT	ZNF582 divergent transcript
2416	ENSG00000228400	CNTNAP5-DT	CNTNAP5 divergent transcript
2417	ENSG00000300225		
2418	ENSG00000106648	GALNTL5	polypeptide N-acetylgalactosaminyltransferase like 5
2419	ENSG00000164778	EN2	engrailed homeobox 2
2420	ENSG00000232625	RPL23AP31	ribosomal protein L23a pseudogene 31
2421	ENSG00000230432		
2422	ENSG00000238185	TEX26-AS2	TEX26 antisense RNA 2
2423	ENSG00000224582	LINC01015	long intergenic non-protein coding RNA 1015
2424	ENSG00000305597		
2425	ENSG00000297461		
2426	ENSG00000238224		
2427	ENSG00000299402		
2428	ENSG00000223433	RPS29P9	ribosomal protein S29 pseudogene 9
2429	ENSG00000180871	CXCR2	C-X-C motif chemokine receptor 2
2430	ENSG00000307434		
2431	ENSG00000289348		
2432	ENSG00000206887	RNU6-1008P	RNA, U6 small nuclear 1008, pseudogene
2433	ENSG00000298190		
2434	ENSG00000302871		
2435	ENSG00000278913		
2436	ENSG00000205018		
2437	ENSG00000280266		
2438	ENSG00000227166	STSP1	steroid sulfatase (microsomal) pseudogene 1
2439	ENSG00000261449		
2440	ENSG00000284730	TMDD1	transmembrane and death domain 1
2441	ENSG00000304619		
2442	ENSG00000304243		
2443	ENSG00000233052		
2444	ENSG00000213305	HNRNPCP6	heterogeneous nuclear ribonucleoprotein C pseudogene 6
2445	ENSG00000252467	RNU6-347P	RNA, U6 small nuclear 347, pseudogene
2446	ENSG00000224092		
2447	ENSG00000294954	LOC124906064	uncharacterized LOC124906064
2448	ENSG00000236785	SDR42E1P5	short chain dehydrogenase/reductase family 42E, member 1 pseudogene 5
2449	ENSG00000293774		
2450	ENSG00000253282		
2451	ENSG00000304635	LOC124904876	uncharacterized LOC124904876
2452	ENSG00000300735		
2453	ENSG00000251366	DBIP2	DBI pseudogene 2
2454	ENSG00000221552	MIR1303	microRNA 1303
2455	ENSG00000113263	ITK	IL2 inducible T cell kinase
2456	ENSG00000254251	LOC105375635	uncharacterized LOC105375635
2457	ENSG00000294371		
2458	ENSG00000236352	BCAS1-AS1	BCAS1 antisense RNA 1
2459	ENSG00000302129		
2460	ENSG00000286826		
2461	ENSG00000230258		
2462	ENSG00000249150		
2463	ENSG00000299554		
2464	ENSG00000297533		
2465	ENSG00000286450		
2466	ENSG00000278572		
2467	ENSG00000261282	SOD1P2	superoxide dismutase 1 pseudogene 2
2468	ENSG00000261393		
2469	ENSG00000224622	OR9R1P	olfactory receptor family 9 subfamily R member 1 pseudogene
2470	ENSG00000168269	FOXI1	forkhead box I1
2471	ENSG00000250377	GSCAR	glioma stem cell association long noncoding RNA
2472	ENSG00000253783		
2473	ENSG00000257872	RTN4IP1P1	RTN4IP1 pseudogene 1
2474	ENSG00000101445	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
2475	ENSG00000304442		
2476	ENSG00000254925	OR4C9P	olfactory receptor family 4 subfamily C member 9 pseudogene
2477	ENSG00000307830		
2478	ENSG00000199075	MIR26A1	microRNA 26a-1
2479	ENSG00000165621	OXGR1	oxoglutarate receptor 1
2480	ENSG00000204021	LIPK	lipase family member K
2481	ENSG00000234192	RPS26P38	ribosomal protein S26 pseudogene 38
2482	ENSG00000211972	IGHV3-66	immunoglobulin heavy variable 3-66
2483	ENSG00000271328	B3GNTL1P2	B3GNTL1 pseudogene 2
2484	ENSG00000220161	LINC02076	long intergenic non-protein coding RNA 2076
2485	ENSG00000267296	CEBPA-DT	CEBPA divergent transcript
2486	ENSG00000215568	GAB4	GRB2 associated binding protein family member 4
2487	ENSG00000298750		
2488	ENSG00000237283		
2489	ENSG00000202225	RNA5SP240	RNA, 5S ribosomal pseudogene 240
2490	ENSG00000285699		
2491	ENSG00000301588		
2492	ENSG00000224940	PRRT4	proline rich transmembrane protein 4
2493	ENSG00000229177		
2494	ENSG00000267412		
2495	ENSG00000302111		
2496	ENSG00000249792		
2497	ENSG00000301055		
2498	ENSG00000244653	UBFD1P1	ubiquitin family domain containing 1 pseudogene 1
2499	ENSG00000206536	OR5K3	olfactory receptor family 5 subfamily K member 3
2500	ENSG00000289305		
2501	ENSG00000160181	TFF2	trefoil factor 2
2502	ENSG00000294938		
2503	ENSG00000287088		
2504	ENSG00000234394	LINC03025	long intergenic non-protein coding RNA 3025
2505	ENSG00000223635	NUP133-DT	NUP133 divergent transcript
2506	ENSG00000279149		
2507	ENSG00000235218	DNAJC17P1	DNAJC17 pseudogene 1
2508	ENSG00000225613	LINCMD1	long intergenic non-protein coding RNA, muscle differentiation 1
2509	ENSG00000008196	TFAP2B	transcription factor AP-2 beta
2510	ENSG00000108381	ASPA	aspartoacylase
2511	ENSG00000172243	CLEC7A	C-type lectin domain containing 7A
2512	ENSG00000307458		
2513	ENSG00000294570		
2514	ENSG00000307685		
2515	ENSG00000243129	RPS26P46	ribosomal protein S26 pseudogene 46
2516	ENSG00000253230	MIR124-1HG	MIR124-1 host gene
2517	ENSG00000207386	Y_RNA	Y RNA
2518	ENSG00000305317		
2519	ENSG00000232555		
2520	ENSG00000174562	KLK15	kallikrein related peptidase 15
2521	ENSG00000242121	RN7SL267P	RNA, 7SL, cytoplasmic 267, pseudogene
2522	ENSG00000294180		
2523	ENSG00000289709	LOC105378979	growth/differentiation factor 3
2524	ENSG00000309566		
2525	ENSG00000233651		
2526	ENSG00000256984		
2527	ENSG00000228184	SNX19P1	sorting nexin 19 pseudogene 1
2528	ENSG00000196539	OR2T3	olfactory receptor family 2 subfamily T member 3
2529	ENSG00000256070	ST13P9	ST13, Hsp70 interacting protein pseudogene 9
2530	ENSG00000253505	LINC02949	long intergenic non-protein coding RNA 2949
2531	ENSG00000156282	CLDN17	claudin 17
2532	ENSG00000226161	EIF4A1P5	eukaryotic translation initiation factor 4A1 pseudogene 5
2533	ENSG00000235097	LINC00330	long intergenic non-protein coding RNA 330
2534	ENSG00000259823	LYPD8	LY6/PLAUR domain containing 8
2535	ENSG00000224516	ECEL1P2	endothelin converting enzyme like 1 pseudogene 2
2536	ENSG00000301354		
2537	ENSG00000244502	HDAC11-AS1	HDAC11 antisense RNA 1
2538	ENSG00000256473		
2539	ENSG00000189372		
2540	ENSG00000236988	CTDSPL2P1	CTDSPL2 pseudogene 1
2541	ENSG00000274691		
2542	ENSG00000304967		
2543	ENSG00000229336	SREK1IP1P1	SREK1IP1 pseudogene 1
2544	ENSG00000224851	LINC00502	long intergenic non-protein coding RNA 502
2545	ENSG00000309450		
2546	ENSG00000296444		
2547	ENSG00000309769		
2548	ENSG00000291257		
2549	ENSG00000101883	RHOXF1	Rhox homeobox family member 1
2550	ENSG00000279601		
2551	ENSG00000272416		
2552	ENSG00000237622	ELOCP18	elongin C pseudogene 18
2553	ENSG00000254795	OR5AP1P	olfactory receptor family 5 subfamily AP member 1 pseudogene
2554	ENSG00000206925	Y_RNA	Y RNA
2555	ENSG00000232054	NPM1P34	nucleophosmin 1 pseudogene 34
2556	ENSG00000296746		
2557	ENSG00000310181		
2558	ENSG00000309081		
2559	ENSG00000309470		
2560	ENSG00000285800		
2561	ENSG00000295162		
2562	ENSG00000163534	FCRL1	Fc receptor like 1
2563	ENSG00000309282		
2564	ENSG00000252244	RNU7-3P	RNA, U7 small nuclear 3 pseudogene
2565	ENSG00000162391	FAM151A	family with sequence similarity 151 member A
2566	ENSG00000206700	RNU6-723P	RNA, U6 small nuclear 723, pseudogene
2567	ENSG00000240873	RPS29P22	ribosomal protein S29 pseudogene 22
2568	ENSG00000286799		
2569	ENSG00000261831		
2570	ENSG00000308199		
2571	ENSG00000309589		
2572	ENSG00000294895		
2573	ENSG00000230759		
2574	ENSG00000235119		
2575	ENSG00000226652	PSMD10P2	proteasome 26S subunit, non-ATPase, 10 pseudogene 2
2576	ENSG00000289861	LOC124903134	uncharacterized LOC124903134
2577	ENSG00000289622		
2578	ENSG00000227050		
2579	ENSG00000264582	RN7SL326P	RNA, 7SL, cytoplasmic 326, pseudogene
2580	ENSG00000252941	RNA5SP340	RNA, 5S ribosomal pseudogene 340
2581	ENSG00000296308		
2582	ENSG00000251598		
2583	ENSG00000252184	RNU2-10P	RNA, U2 small nuclear 10, pseudogene
2584	ENSG00000287057	LOC105378402	uncharacterized LOC105378402
2585	ENSG00000258670		
2586	ENSG00000240846	RPS15P9	ribosomal protein S15 pseudogene 9
2587	ENSG00000243782	RN7SL78P	RNA, 7SL, cytoplasmic 78, pseudogene
2588	ENSG00000235737	TRIM60P19	tripartite motif containing 60 pseudogene 19
2589	ENSG00000303962	CDK20-AS1	CDK20 antisense RNA 1
2590	ENSG00000270090		
2591	ENSG00000296122		
2592	ENSG00000295925		
2593	ENSG00000302404		
2594	ENSG00000224981		
2595	ENSG00000217227	TFGP1	TFG pseudogene 1
2596	ENSG00000283355		
2597	ENSG00000293576		
2598	ENSG00000280018	LOC124905527	uncharacterized LOC124905527
2599	ENSG00000280018	LOC105379499	uncharacterized LOC105379499
2600	ENSG00000306690		
2601	ENSG00000300963		
2602	ENSG00000310244		
2603	ENSG00000307835		
2604	ENSG00000275818	MIR6818	microRNA 6818
2605	ENSG00000228217	PNRC2P1	proline rich nuclear receptor coactivator 2 pseudogene 1
2606	ENSG00000252891	Y_RNA	Y RNA
2607	ENSG00000291105		
2608	ENSG00000302949		
2609	ENSG00000300760		
2610	ENSG00000278004		
2611	ENSG00000306742		
2612	ENSG00000262198	LOC105370109	uncharacterized LOC105370109
2613	ENSG00000294929		
2614	ENSG00000235881		
2615	ENSG00000249312	ARL2BPP4	ARF like GTPase 2 binding protein pseudogene 4
2616	ENSG00000288695		
2617	ENSG00000306008		
2618	ENSG00000286850		
2619	ENSG00000186645	SPDYE17	speedy/RINGO cell cycle regulator family member E17
2620	ENSG00000170837	GPR27	G protein-coupled receptor 27
2621	ENSG00000207632	MIR588	microRNA 588
2622	ENSG00000232968	EIF4EP4	eukaryotic translation initiation factor 4E pseudogene 4
2623	ENSG00000255247	NECTIN1-AS1	NECTIN1 antisense RNA 1
2624	ENSG00000234521		
2625	ENSG00000290688		
2626	ENSG00000301117		
2627	ENSG00000207827	MIR30A	microRNA 30a
2628	ENSG00000231780	RBISP6	RBIS pseudogene 6
2629	ENSG00000248227	LINC02513	long intergenic non-protein coding RNA 2513
2630	ENSG00000278677	H2AC17	H2A clustered histone 17
2631	ENSG00000131126	TEX101	testis expressed 101
2632	ENSG00000305870		
2633	ENSG00000221269	MIR1302-8	microRNA 1302-8
2634	ENSG00000212241	Y_RNA	Y RNA
2635	ENSG00000296872		
2636	ENSG00000259144	RANBP20P	RAN binding protein 20 pseudogene
2637	ENSG00000222740	RNA5SP328	RNA, 5S ribosomal pseudogene 328
2638	ENSG00000236580	RPL36P13	ribosomal protein L36 pseudogene 13
2639	ENSG00000140876	NUDT7	nudix hydrolase 7
2640	ENSG00000302970		
2641	ENSG00000266189	MIR3186	microRNA 3186
2642	ENSG00000228408		
2643	ENSG00000308484		
2644	ENSG00000228847	ATP5MC2P4	ATP5MC2 pseudogene 4
2645	ENSG00000225014	KCTD9P1	potassium channel tetramerization domain containing 9 pseudogene 1
2646	ENSG00000302904		
2647	ENSG00000283813	MIR4485	microRNA 4485
2648	ENSG00000301863		
2649	ENSG00000226532		
2650	ENSG00000307490		
2651	ENSG00000266839		
2652	ENSG00000238390	LOC124900469	small nucleolar RNA SNORA81
2653	ENSG00000196344	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
2654	ENSG00000262120		
2655	ENSG00000293372		
2656	ENSG00000260851		
2657	ENSG00000261820	DNM1P49	dynamin 1 pseudogene 49
2658	ENSG00000256670	RASSF3-DT	RASSF3 divergent transcript
2659	ENSG00000223890		
2660	ENSG00000283575	LOC124904687	uncharacterized LOC124904687
2661	ENSG00000263893	LOC105371887	uncharacterized LOC105371887
2662	ENSG00000306961		
2663	ENSG00000274111	MIR6777	microRNA 6777
2664	ENSG00000304340		
2665	ENSG00000286446		
2666	ENSG00000272430	LINC02637	long intergenic non-protein coding RNA 2637
2667	ENSG00000256916	MMP20-AS1	MMP20 antisense RNA 1
2668	ENSG00000226946	MTNAP1P1	MTNAP1 pseudogene 1
2669	ENSG00000305053		
2670	ENSG00000244671	RN7SL280P	RNA, 7SL, cytoplasmic 280, pseudogene
2671	ENSG00000303761		
2672	ENSG00000302664		
2673	ENSG00000224971	SUMO2P3	SUMO2 pseudogene 3
2674	ENSG00000225051	HMGB3P22	high mobility group box 3 pseudogene 22
2675	ENSG00000264735		
2676	ENSG00000174358	SLC6A19	solute carrier family 6 member 19
2677	ENSG00000306705		
2678	ENSG00000265948		
2679	ENSG00000301867		
2680	ENSG00000296407		
2681	ENSG00000280057		
2682	ENSG00000160472	TMEM190	transmembrane protein 190
2683	ENSG00000223831	PES1-AS1	PES1 antisense RNA 1
2684	ENSG00000241720		
2685	ENSG00000237833	ETS2P1	ETS2 pseudogene 1
2686	ENSG00000243295	CFAP20DC-DT	CFAP20DC divergent transcript
2687	ENSG00000298294		
2688	ENSG00000233409	FANK1-AS1	FANK1 antisense RNA 1
2689	ENSG00000308665		
2690	ENSG00000247345	PDE4D-AS1	PDE4D antisense RNA 1
2691	ENSG00000307374		
2692	ENSG00000290946		
2693	ENSG00000307042		
2694	ENSG00000258563	PSMA3P1	proteasome subunit alpha 3 pseudogene 1
2695	ENSG00000301202		
2696	ENSG00000231349	RPL7L1P22	RPL7L1 pseudogene 22
2697	ENSG00000252429	LOC124904769	U7 small nuclear RNA
